epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_precision,train_recall,train_f1,train_auc,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_precision,test_recall,test_f1,test_auc,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5,mpnn_param_layer_6,global_attention_param_layer_6,mpnn_param_layer_7,global_attention_param_layer_7,mpnn_param_layer_8,global_attention_param_layer_8,mpnn_param_layer_9,global_attention_param_layer_9,mpnn_param_layer_10,global_attention_param_layer_10
47.0,75.63394,3931.26485,1.09202,0.06494,6e-05,558693.0,0.0735,0.97845,0.81103,0.55373,0.65808,0.97162,3.20828,0.0969,0.0,558693.0,0.02487,0.97994,0.49365,0.31111,0.37998,0.78935,3.2028,0.17152,0.0,558693.0,0.02483,0.96579,0.42923,0.25,0.31427,0.76725,1.03395,0.96603,1.08554,0.91443,1.09641,0.90358,1.10968,0.89033,1.12034,0.87966,1.09371,0.90629,1.09465,0.90536,1.08036,0.91964,1.07253,0.92746,1.04738,0.95261
48.0,75.19298,3855.23867,1.0709,0.06406,6e-05,558693.0,0.07307,0.97882,0.81089,0.5664,0.66683,0.97259,3.16877,0.09687,0.0,558693.0,0.02456,0.97894,0.45706,0.31482,0.37067,0.78877,3.18329,0.1683,0.0,558693.0,0.02468,0.96645,0.4533,0.25077,0.32029,0.76676,1.03412,0.96588,1.08618,0.91382,1.0973,0.90271,1.11057,0.88943,1.12199,0.87801,1.09523,0.90477,1.09702,0.90297,1.08192,0.91807,1.0735,0.92649,1.04788,0.95212
49.0,75.08993,3779.14277,1.04976,0.06318,6e-05,558693.0,0.07297,0.979,0.81068,0.57313,0.67143,0.97308,3.1479,0.09841,0.0,558693.0,0.0244,0.97822,0.43303,0.32346,0.36917,0.78937,3.14627,0.171,0.0,558693.0,0.02439,0.96569,0.43408,0.25231,0.31719,0.76944,1.0337,0.96628,1.08688,0.91312,1.09809,0.90191,1.11095,0.88905,1.12289,0.87712,1.09643,0.90357,1.09772,0.90229,1.08282,0.91718,1.0746,0.9254,1.04825,0.95174
50.0,75.07169,3703.0688,1.02863,0.06202,5e-05,558693.0,0.07296,0.97924,0.8145,0.57719,0.67556,0.97481,3.16621,0.10042,0.0,558693.0,0.02454,0.97875,0.45845,0.32469,0.37718,0.78717,3.12714,0.17666,0.0,558693.0,0.02424,0.96555,0.4247,0.24461,0.30738,0.7653,1.033,0.967,1.08841,0.91159,1.09885,0.90114,1.1119,0.88811,1.12451,0.87549,1.09805,0.90194,1.09949,0.9005,1.0838,0.9162,1.07529,0.92471,1.04854,0.95146
51.0,74.32309,3626.34236,1.00732,0.06174,5e-05,558693.0,0.07223,0.9793,0.81339,0.58036,0.67733,0.97502,3.1171,0.1022,0.0,558693.0,0.02416,0.97892,0.4523,0.30864,0.36528,0.78787,3.13243,0.17708,0.0,558693.0,0.02428,0.96565,0.43076,0.24231,0.30541,0.76959,1.03222,0.96777,1.08917,0.91083,1.09924,0.90076,1.11303,0.88697,1.12542,0.87458,1.09931,0.90068,1.10086,0.89913,1.08459,0.9154,1.0765,0.9235,1.04907,0.95092
52.0,75.06738,3550.36664,0.98621,0.06034,5e-05,558693.0,0.07295,0.97961,0.81782,0.58604,0.68268,0.97654,3.13692,0.10025,0.0,558693.0,0.02432,0.97921,0.46603,0.3284,0.38332,0.78893,3.14003,0.17811,0.0,558693.0,0.02434,0.96616,0.44743,0.25385,0.32174,0.76869,1.03251,0.96748,1.08969,0.91033,1.10041,0.89958,1.11435,0.88564,1.12707,0.87293,1.1011,0.8989,1.10183,0.89817,1.08552,0.91448,1.07744,0.92257,1.0497,0.95029
53.0,75.34791,3474.66353,0.96519,0.05948,5e-05,558693.0,0.07323,0.98,0.81847,0.59886,0.69159,0.97711,3.20901,0.10352,0.0,558693.0,0.02488,0.97829,0.44526,0.34321,0.3844,0.78705,3.21906,0.18084,0.0,558693.0,0.02496,0.96533,0.42785,0.26538,0.32472,0.77065,1.03186,0.96814,1.08949,0.9105,1.10117,0.89883,1.11545,0.88453,1.12866,0.87134,1.10172,0.89828,1.10348,0.89652,1.08639,0.91361,1.07815,0.92185,1.05038,0.94962
54.0,76.1052,3399.59294,0.94433,0.05865,5e-05,558693.0,0.07396,0.98033,0.82455,0.60292,0.69649,0.97858,3.28386,0.10328,0.0,558693.0,0.02546,0.97916,0.4706,0.31111,0.37029,0.78669,3.27982,0.18329,0.0,558693.0,0.02542,0.9654,0.41961,0.23,0.29608,0.76825,1.03145,0.96855,1.09019,0.90981,1.10221,0.89781,1.1167,0.8833,1.12963,0.87038,1.10248,0.89752,1.10461,0.89539,1.08764,0.91236,1.0789,0.9211,1.05029,0.94971
55.0,76.30833,3324.645,0.92351,0.05836,5e-05,558693.0,0.07416,0.98045,0.82894,0.60211,0.6975,0.97874,3.28385,0.1045,0.0,558693.0,0.02546,0.97802,0.42886,0.32346,0.36659,0.78765,3.27242,0.18417,0.0,558693.0,0.02537,0.96536,0.42452,0.25769,0.319,0.76938,1.03065,0.96935,1.09015,0.90985,1.10265,0.89735,1.11758,0.88242,1.13049,0.86952,1.10375,0.89625,1.10552,0.89447,1.08924,0.91076,1.07994,0.92005,1.05068,0.94932
56.0,76.20908,3249.57446,0.90266,0.05702,4e-05,558693.0,0.07406,0.98047,0.8236,0.60901,0.7001,0.97968,3.12906,0.10573,0.0,558693.0,0.02426,0.97729,0.41104,0.33457,0.36737,0.79279,3.16751,0.18614,0.0,558693.0,0.02455,0.9636,0.39939,0.27231,0.32022,0.77231,1.03107,0.96891,1.0909,0.90908,1.10343,0.89658,1.11866,0.88135,1.1313,0.86869,1.1043,0.8957,1.10609,0.8939,1.09056,0.90944,1.08064,0.91936,1.05073,0.94926
57.0,75.62502,3174.04172,0.88168,0.05667,4e-05,558693.0,0.0735,0.98082,0.82946,0.61404,0.70554,0.98026,3.12166,0.10633,0.0,558693.0,0.0242,0.97817,0.44505,0.35309,0.39041,0.79013,3.12289,0.18843,0.0,558693.0,0.02421,0.96499,0.42341,0.27154,0.32658,0.76982,1.03098,0.96902,1.09158,0.90841,1.10421,0.89578,1.11928,0.88073,1.13276,0.86724,1.10553,0.8945,1.107,0.89298,1.09102,0.90898,1.0813,0.91868,1.05075,0.94925
58.0,75.86538,3098.67288,0.86074,0.05495,4e-05,558693.0,0.07373,0.98131,0.82906,0.63093,0.7165,0.98165,3.14263,0.11004,0.0,558693.0,0.02436,0.97722,0.40959,0.33951,0.36988,0.78382,3.13704,0.19621,0.0,558693.0,0.02432,0.96445,0.41392,0.27538,0.3278,0.76125,1.03059,0.96941,1.09204,0.90796,1.10463,0.89536,1.1201,0.8799,1.13345,0.86654,1.10636,0.89364,1.10805,0.89194,1.09192,0.90808,1.08185,0.91814,1.05077,0.94923
59.0,74.85106,3022.61127,0.83961,0.0546,4e-05,558693.0,0.07274,0.98142,0.83249,0.63093,0.71773,0.98208,3.12336,0.10583,0.0,558693.0,0.02421,0.97793,0.43729,0.34444,0.38187,0.79284,3.11389,0.18959,0.0,558693.0,0.02414,0.96465,0.41105,0.26308,0.3193,0.7694,1.03042,0.96958,1.09292,0.90709,1.10495,0.89505,1.12068,0.87932,1.13423,0.86579,1.10719,0.89281,1.10929,0.8907,1.09309,0.90691,1.08249,0.91751,1.0508,0.94922
60.0,74.7969,2946.55473,0.81849,0.05333,4e-05,558693.0,0.07269,0.9816,0.83086,0.63848,0.72202,0.98328,3.1745,0.10884,0.0,558693.0,0.02461,0.97802,0.43323,0.31358,0.36002,0.78752,3.20717,0.19513,0.0,558693.0,0.02486,0.96448,0.41025,0.23769,0.29738,0.7662,1.03032,0.96968,1.09334,0.90666,1.1054,0.8946,1.12114,0.87886,1.13505,0.86497,1.10804,0.89196,1.11028,0.88972,1.09392,0.90608,1.08297,0.91702,1.05109,0.94891
61.0,75.24229,2870.81181,0.79745,0.05308,4e-05,558693.0,0.07312,0.98167,0.83114,0.64083,0.72362,0.98352,3.17846,0.10964,0.0,558693.0,0.02464,0.97793,0.43687,0.34691,0.3819,0.78616,3.27863,0.19584,0.0,558693.0,0.02542,0.96482,0.41795,0.26,0.31818,0.77059,1.03019,0.96978,1.09379,0.90624,1.10595,0.89405,1.12165,0.87837,1.13597,0.86401,1.10832,0.89168,1.11083,0.88917,1.09418,0.90583,1.08344,0.91656,1.05136,0.94864
62.0,74.50042,2794.64907,0.77629,0.05211,3e-05,558693.0,0.0724,0.9821,0.83973,0.64546,0.72971,0.98414,3.1609,0.10896,0.0,558693.0,0.0245,0.97778,0.4193,0.32099,0.36292,0.79169,3.16352,0.19684,0.0,558693.0,0.02452,0.96489,0.4169,0.27154,0.32744,0.76856,1.03028,0.9697,1.09443,0.90555,1.10702,0.89297,1.12242,0.87758,1.13684,0.86316,1.10902,0.89098,1.11186,0.88815,1.09476,0.90524,1.08398,0.91602,1.05117,0.94884
63.0,74.11583,2718.32195,0.75509,0.05126,3e-05,558693.0,0.07203,0.98234,0.84099,0.65171,0.73429,0.98479,3.25631,0.11227,0.0,558693.0,0.02524,0.97766,0.42907,0.3642,0.39143,0.78868,3.24998,0.20192,0.0,558693.0,0.02519,0.96348,0.38691,0.25846,0.30854,0.76851,1.02987,0.97012,1.09481,0.90519,1.10724,0.89276,1.12292,0.87706,1.13744,0.86258,1.11015,0.88985,1.11234,0.88765,1.09528,0.90471,1.08471,0.91529,1.05108,0.94891
64.0,74.99365,2642.53554,0.73404,0.052,3e-05,558693.0,0.07288,0.98198,0.83244,0.64935,0.72951,0.98488,3.18498,0.11173,0.0,558693.0,0.02469,0.97802,0.43242,0.35432,0.38837,0.79182,3.18808,0.20148,0.0,558693.0,0.02472,0.96419,0.40359,0.27,0.32244,0.77154,1.02942,0.97057,1.09531,0.90468,1.10758,0.89242,1.12347,0.87654,1.13792,0.86209,1.11091,0.88909,1.11318,0.88681,1.09597,0.90403,1.08539,0.91462,1.05114,0.94885
65.0,74.56849,2566.55414,0.71293,0.05079,3e-05,558693.0,0.07247,0.98268,0.84227,0.66136,0.74085,0.985,3.11225,0.11561,0.0,558693.0,0.02412,0.97732,0.41809,0.33704,0.36873,0.78934,3.15564,0.20647,0.0,558693.0,0.02446,0.96445,0.40514,0.24846,0.30499,0.76685,1.02917,0.97081,1.09572,0.90426,1.10787,0.89212,1.12389,0.8761,1.13864,0.86137,1.11194,0.88807,1.11377,0.88624,1.09644,0.90354,1.08597,0.91404,1.05153,0.94845
66.0,74.08728,2490.37789,0.69177,0.04935,3e-05,558693.0,0.072,0.98276,0.84075,0.66583,0.74305,0.98602,3.1351,0.11049,0.0,558693.0,0.0243,0.97848,0.44866,0.34197,0.38542,0.79524,3.12742,0.20342,0.0,558693.0,0.02424,0.96499,0.41658,0.25539,0.31526,0.76963,1.0293,0.97069,1.09609,0.90391,1.10842,0.89158,1.12429,0.87571,1.13936,0.86065,1.11256,0.88744,1.11455,0.88545,1.09733,0.90267,1.08617,0.91384,1.05122,0.94878
67.0,74.73338,2414.56713,0.67071,0.04931,3e-05,558693.0,0.07263,0.98306,0.84465,0.67102,0.74786,0.98647,3.19016,0.11337,0.0,558693.0,0.02473,0.97792,0.43402,0.33951,0.37793,0.79409,3.14024,0.20712,0.0,558693.0,0.02434,0.96494,0.42124,0.27077,0.32754,0.77053,1.02922,0.97078,1.09654,0.90346,1.10907,0.89093,1.12483,0.87516,1.1401,0.85989,1.11281,0.88718,1.11531,0.88469,1.09804,0.90197,1.08661,0.91339,1.0513,0.9487
68.0,72.70782,2337.87757,0.64941,0.04906,3e-05,558693.0,0.07066,0.98304,0.8401,0.67589,0.74904,0.9866,3.13283,0.11531,0.0,558693.0,0.02428,0.97785,0.43224,0.35926,0.3896,0.78806,3.12165,0.20762,0.0,558693.0,0.0242,0.96363,0.39745,0.26461,0.31605,0.76807,1.02892,0.97107,1.09688,0.90312,1.10915,0.89085,1.1252,0.8748,1.14026,0.85973,1.11343,0.88657,1.11568,0.88433,1.0984,0.9016,1.08663,0.91337,1.05144,0.94857
69.0,72.48499,2261.20627,0.62811,0.04789,2e-05,558693.0,0.07044,0.98335,0.85076,0.67346,0.75168,0.98733,3.11675,0.11869,0.0,558693.0,0.02416,0.97744,0.42389,0.35185,0.38116,0.79096,3.09792,0.21394,0.0,558693.0,0.02401,0.96331,0.39684,0.26923,0.31746,0.76784,1.02886,0.97114,1.09714,0.90288,1.10946,0.89055,1.12604,0.87396,1.14108,0.85892,1.11393,0.88607,1.11618,0.88382,1.09863,0.90137,1.08678,0.91323,1.05128,0.94872
70.0,74.097,2185.31133,0.60703,0.04693,2e-05,558693.0,0.07201,0.98382,0.85151,0.68791,0.76096,0.98795,3.11788,0.11849,0.0,558693.0,0.02417,0.97771,0.42878,0.35062,0.38307,0.79303,3.14759,0.21592,0.0,558693.0,0.0244,0.96412,0.40605,0.26462,0.31773,0.76657,1.02867,0.97131,1.09726,0.90276,1.11011,0.88988,1.12634,0.87365,1.14153,0.85847,1.11435,0.88564,1.11667,0.88333,1.09905,0.90094,1.08721,0.91279,1.05103,0.94897
71.0,73.69213,2109.30888,0.58592,0.04696,2e-05,558693.0,0.07161,0.98364,0.85057,0.68312,0.75753,0.98835,3.19408,0.11797,0.0,558693.0,0.02476,0.97678,0.40651,0.35432,0.37627,0.7967,3.12548,0.21373,0.0,558693.0,0.02423,0.96402,0.40052,0.27462,0.32537,0.76901,1.02846,0.97152,1.09741,0.90259,1.11069,0.88931,1.12648,0.87352,1.14196,0.85804,1.11469,0.88531,1.11708,0.88292,1.09943,0.90057,1.08732,0.91269,1.05093,0.94907
72.0,74.62355,2033.71422,0.56492,0.04644,2e-05,558693.0,0.07252,0.98409,0.85391,0.69391,0.76562,0.98819,3.2054,0.12177,0.0,558693.0,0.02485,0.97656,0.39972,0.35926,0.3769,0.79231,3.18332,0.21719,0.0,558693.0,0.02468,0.96358,0.399,0.27846,0.32616,0.76866,1.02829,0.97171,1.09756,0.90245,1.11082,0.88918,1.12675,0.87325,1.14238,0.85762,1.11473,0.88527,1.1174,0.88261,1.09984,0.90015,1.08752,0.91248,1.0509,0.94909
73.0,77.14545,1959.03188,0.54417,0.046,2e-05,558693.0,0.07497,0.98421,0.85397,0.69764,0.7679,0.98872,3.15392,0.12102,0.0,558693.0,0.02445,0.97654,0.40016,0.35185,0.37165,0.79443,3.15357,0.22109,0.0,558693.0,0.02445,0.96382,0.40004,0.26769,0.3184,0.76687,1.02793,0.97206,1.09769,0.90231,1.11129,0.88872,1.12712,0.87287,1.14272,0.85728,1.11526,0.88475,1.1179,0.88209,1.09994,0.90005,1.08773,0.91227,1.05079,0.94921
74.0,76.07062,1883.92558,0.52331,0.04529,2e-05,558693.0,0.07393,0.98422,0.85291,0.69903,0.76826,0.98868,3.1264,0.11976,0.0,558693.0,0.02424,0.97741,0.42281,0.35309,0.38145,0.79014,3.12184,0.21855,0.0,558693.0,0.0242,0.96385,0.40112,0.26538,0.31694,0.76842,1.02763,0.97236,1.0978,0.90218,1.11109,0.8889,1.12726,0.87274,1.14304,0.85695,1.11548,0.88452,1.11816,0.88184,1.10012,0.89989,1.0877,0.91229,1.0508,0.94919
75.0,74.98446,1808.4509,0.50235,0.04511,2e-05,558693.0,0.07287,0.9844,0.8576,0.69959,0.77051,0.9892,3.13218,0.12021,0.0,558693.0,0.02428,0.97707,0.41156,0.35679,0.37985,0.79434,3.1359,0.21979,0.0,558693.0,0.02431,0.96317,0.38618,0.26308,0.31103,0.76907,1.02763,0.97236,1.09812,0.90186,1.11142,0.88859,1.12775,0.87223,1.14341,0.8566,1.11588,0.88412,1.11856,0.88143,1.10036,0.89964,1.08807,0.91194,1.05075,0.94924
76.0,75.23553,1733.06396,0.48141,0.04407,1e-05,558693.0,0.07311,0.98477,0.85963,0.70909,0.77706,0.98966,3.11702,0.12023,0.0,558693.0,0.02416,0.97727,0.41832,0.34938,0.37827,0.79581,3.12348,0.21875,0.0,558693.0,0.02421,0.96416,0.40586,0.26692,0.32019,0.76943,1.02733,0.97267,1.09848,0.90151,1.11158,0.88842,1.12797,0.87202,1.14362,0.85638,1.11608,0.88391,1.11866,0.88134,1.10075,0.89925,1.0883,0.91171,1.0508,0.9492
77.0,74.62254,1657.508,0.46042,0.04368,1e-05,558693.0,0.07252,0.98466,0.85569,0.70998,0.77601,0.98993,3.14621,0.11987,0.0,558693.0,0.02439,0.97807,0.43978,0.34938,0.38673,0.79266,3.13683,0.21902,0.0,558693.0,0.02432,0.96523,0.4215,0.25846,0.31925,0.76901,1.02722,0.97278,1.09855,0.90145,1.11187,0.88813,1.12802,0.87197,1.14387,0.85613,1.11623,0.88377,1.1188,0.88119,1.10099,0.899,1.08834,0.91166,1.05058,0.94942
78.0,75.10756,1582.1046,0.43947,0.04329,1e-05,558693.0,0.07299,0.98471,0.85683,0.71055,0.77675,0.99035,3.12789,0.12123,0.0,558693.0,0.02425,0.97744,0.41916,0.35432,0.38267,0.79443,3.1478,0.22175,0.0,558693.0,0.0244,0.96421,0.40421,0.26154,0.31581,0.76831,1.0271,0.97288,1.09875,0.90125,1.11217,0.88783,1.12826,0.87173,1.14421,0.8558,1.11647,0.88352,1.11896,0.88104,1.10129,0.89872,1.08856,0.91143,1.05052,0.94948
79.0,74.78086,1506.62692,0.41851,0.04388,1e-05,558693.0,0.07268,0.98489,0.8621,0.70998,0.77866,0.98956,3.11796,0.123,0.0,558693.0,0.02417,0.97712,0.41115,0.35926,0.38265,0.79284,3.11516,0.22415,0.0,558693.0,0.02415,0.9645,0.4097,0.27539,0.32897,0.76811,1.02685,0.97314,1.09881,0.90118,1.11238,0.88762,1.12841,0.87158,1.14447,0.85553,1.11671,0.88329,1.11936,0.88065,1.10161,0.89838,1.08865,0.91134,1.05044,0.94955
80.0,74.73661,1431.15607,0.39754,0.04271,1e-05,558693.0,0.07263,0.98532,0.86318,0.72257,0.78662,0.99034,3.15055,0.12395,0.0,558693.0,0.02442,0.97761,0.42832,0.3642,0.39126,0.79358,3.11648,0.22504,0.0,558693.0,0.02416,0.96487,0.41943,0.27539,0.33108,0.76908,1.02685,0.97315,1.09905,0.90096,1.11259,0.88741,1.12857,0.87143,1.14464,0.85534,1.11691,0.88309,1.1197,0.88029,1.10168,0.89831,1.08872,0.91128,1.05036,0.94964
81.0,72.47265,1355.20616,0.37645,0.04263,1e-05,558693.0,0.07043,0.9851,0.86314,0.71558,0.78244,0.99073,3.09535,0.12434,0.0,558693.0,0.024,0.97707,0.41958,0.3679,0.3887,0.79483,3.09907,0.2272,0.0,558693.0,0.02402,0.96353,0.39671,0.27923,0.3266,0.76806,1.02664,0.97334,1.09911,0.90088,1.11278,0.88722,1.12875,0.87124,1.14486,0.85513,1.11703,0.88295,1.11994,0.88006,1.10191,0.89809,1.08878,0.91123,1.05046,0.94955
82.0,72.24375,1279.29316,0.35536,0.04191,1e-05,558693.0,0.07021,0.98535,0.86284,0.7237,0.78715,0.99077,3.0806,0.12511,0.0,558693.0,0.02388,0.97729,0.42195,0.35556,0.38315,0.79206,3.06445,0.22728,0.0,558693.0,0.02376,0.96438,0.40843,0.26846,0.32286,0.7677,1.02647,0.97351,1.09916,0.90085,1.11291,0.8871,1.12886,0.87114,1.14504,0.85496,1.1173,0.88269,1.12007,0.87991,1.10211,0.89789,1.08889,0.91111,1.05043,0.94958
83.0,72.18721,1203.45674,0.33429,0.04255,1e-05,558693.0,0.07015,0.98524,0.86274,0.72062,0.78524,0.99054,3.1033,0.12687,0.0,558693.0,0.02406,0.97751,0.4297,0.3716,0.39468,0.79173,3.11763,0.22844,0.0,558693.0,0.02417,0.9636,0.39879,0.27769,0.32466,0.77083,1.02648,0.97352,1.09927,0.90073,1.11298,0.88702,1.12905,0.87095,1.1452,0.85482,1.11736,0.88264,1.12019,0.87979,1.10218,0.8978,1.08901,0.91099,1.05032,0.94969
84.0,71.92534,1127.65998,0.31324,0.04103,1e-05,558693.0,0.0699,0.98575,0.86721,0.73141,0.79352,0.99101,3.08287,0.12521,0.0,558693.0,0.0239,0.97673,0.40544,0.36049,0.37977,0.7935,3.09705,0.22642,0.0,558693.0,0.02401,0.96353,0.39454,0.27539,0.32308,0.77069,1.0264,0.97358,1.09928,0.90072,1.11313,0.88687,1.12917,0.87085,1.14542,0.8546,1.11754,0.88245,1.12031,0.87967,1.10235,0.89764,1.08911,0.9109,1.05028,0.94971
85.0,71.74365,1051.92368,0.2922,0.04119,1e-05,558693.0,0.06972,0.98546,0.86408,0.72614,0.78903,0.99131,3.07118,0.12566,0.0,558693.0,0.02381,0.97812,0.44588,0.36173,0.396,0.79225,3.05333,0.22979,0.0,558693.0,0.02367,0.9645,0.4106,0.26,0.31671,0.76677,1.02635,0.97365,1.09932,0.90068,1.11321,0.88679,1.12931,0.87069,1.14544,0.85455,1.11768,0.88232,1.12043,0.87956,1.10241,0.89758,1.08914,0.91085,1.05019,0.94982
86.0,72.12133,976.3356,0.27121,0.04099,1e-05,558693.0,0.07009,0.98568,0.86924,0.72703,0.79178,0.99123,3.15598,0.12767,0.0,558693.0,0.02446,0.97732,0.42008,0.3679,0.39074,0.79233,3.12715,0.23256,0.0,558693.0,0.02424,0.96433,0.40754,0.26615,0.32059,0.76828,1.02638,0.97361,1.09939,0.90059,1.11337,0.88664,1.12939,0.87061,1.14562,0.85438,1.11774,0.88226,1.12054,0.87946,1.10246,0.89754,1.08922,0.91076,1.05016,0.94984
87.0,72.07735,900.8203,0.25023,0.04106,0.0,558693.0,0.07004,0.98572,0.86635,0.73149,0.79317,0.99151,3.08581,0.12768,0.0,558693.0,0.02392,0.97722,0.41789,0.37037,0.39105,0.7938,3.08499,0.23094,0.0,558693.0,0.02392,0.96399,0.40276,0.27846,0.32819,0.76953,1.02644,0.97355,1.09944,0.90056,1.11344,0.88656,1.12954,0.87046,1.14562,0.85437,1.11784,0.88216,1.12063,0.87937,1.10256,0.89744,1.08932,0.91067,1.05012,0.94988
88.0,71.81545,825.3499,0.22926,0.04153,0.0,558693.0,0.06979,0.98566,0.86602,0.73012,0.79225,0.99088,3.09533,0.12629,0.0,558693.0,0.024,0.97819,0.44436,0.36914,0.40023,0.7941,3.08052,0.2316,0.0,558693.0,0.02388,0.96513,0.42321,0.26615,0.32534,0.76811,1.02641,0.97358,1.09946,0.90053,1.11346,0.88653,1.12957,0.87043,1.14576,0.85424,1.11794,0.88207,1.1207,0.87928,1.10254,0.89744,1.08932,0.91067,1.05005,0.94995
89.0,71.44385,749.91943,0.20831,0.04065,0.0,558693.0,0.06943,0.98576,0.87036,0.72816,0.79285,0.99158,3.09341,0.12645,0.0,558693.0,0.02398,0.97712,0.4217,0.36173,0.38464,0.79325,3.09151,0.22937,0.0,558693.0,0.02397,0.96382,0.40142,0.27,0.32041,0.76861,1.02633,0.97367,1.09945,0.90055,1.11352,0.88648,1.1296,0.87039,1.14581,0.85419,1.11799,0.88199,1.12077,0.87923,1.10264,0.89735,1.08936,0.91065,1.05005,0.94995
90.0,72.32002,674.66323,0.18741,0.04028,0.0,558693.0,0.07028,0.98589,0.86689,0.73644,0.7963,0.99181,3.10266,0.12595,0.0,558693.0,0.02405,0.97751,0.42631,0.36296,0.38966,0.79267,3.10881,0.2304,0.0,558693.0,0.0241,0.96421,0.40717,0.27308,0.3256,0.7665,1.02633,0.97366,1.09949,0.9005,1.11357,0.88643,1.12968,0.87031,1.14583,0.85416,1.11812,0.88188,1.12082,0.87917,1.10271,0.89729,1.0894,0.9106,1.04999,0.95
91.0,73.26411,599.55296,0.16654,0.03994,0.0,558693.0,0.0712,0.98615,0.87158,0.7392,0.79988,0.99184,3.10277,0.12643,0.0,558693.0,0.02405,0.97761,0.43168,0.36296,0.39035,0.79343,3.1036,0.23166,0.0,558693.0,0.02406,0.96411,0.40585,0.26846,0.32131,0.76722,1.02628,0.97372,1.09955,0.90044,1.11361,0.88639,1.12973,0.87027,1.14589,0.85411,1.11816,0.88183,1.12086,0.87914,1.10273,0.89726,1.0894,0.91059,1.04995,0.95005
92.0,74.04062,524.54083,0.14571,0.0405,0.0,558693.0,0.07195,0.98577,0.86544,0.73425,0.79442,0.99178,3.12404,0.12789,0.0,558693.0,0.02422,0.97685,0.41125,0.3716,0.38811,0.79368,3.12774,0.23192,0.0,558693.0,0.02424,0.96382,0.40157,0.27615,0.32569,0.76793,1.02628,0.97372,1.09955,0.90044,1.11364,0.88637,1.12974,0.87026,1.14592,0.85407,1.11822,0.88177,1.12088,0.87911,1.10275,0.89723,1.08943,0.91056,1.04991,0.95009
93.0,73.87442,449.53877,0.12487,0.0398,0.0,558693.0,0.07179,0.98618,0.87069,0.74099,0.80053,0.99193,3.1085,0.12632,0.0,558693.0,0.0241,0.97773,0.43356,0.36049,0.39023,0.7943,3.1041,0.2318,0.0,558693.0,0.02406,0.96448,0.41359,0.27154,0.326,0.76824,1.02625,0.97375,1.09958,0.90041,1.11367,0.88633,1.12973,0.87024,1.14592,0.85406,1.11823,0.88176,1.12092,0.87908,1.10278,0.89722,1.08945,0.91054,1.04991,0.9501
94.0,72.95017,374.5118,0.10403,0.03939,0.0,558693.0,0.0709,0.98626,0.87128,0.74318,0.80203,0.99179,3.10012,0.12501,0.0,558693.0,0.02403,0.97751,0.4261,0.3679,0.39284,0.79544,3.0964,0.22855,0.0,558693.0,0.024,0.96433,0.40788,0.27539,0.32791,0.76868,1.02624,0.97376,1.09959,0.9004,1.1137,0.8863,1.12975,0.87025,1.14595,0.85406,1.11824,0.88177,1.12096,0.87904,1.10281,0.89719,1.08946,0.91053,1.04989,0.95012
95.0,72.00909,299.48889,0.08319,0.03973,0.0,558693.0,0.06998,0.98638,0.87531,0.74188,0.80304,0.99192,3.11231,0.12796,0.0,558693.0,0.02412,0.97681,0.41314,0.37778,0.39111,0.79304,3.1068,0.23252,0.0,558693.0,0.02409,0.96324,0.3941,0.27539,0.32187,0.76731,1.02622,0.97378,1.09962,0.90037,1.11372,0.8863,1.12979,0.87021,1.14595,0.85404,1.11826,0.88173,1.12096,0.87903,1.10283,0.89717,1.08945,0.91053,1.04986,0.95014
