epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_auc,train_ap,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_auc,val_ap,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_auc,test_ap,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5
61.0,257.05851,9862.3872,2.73955,0.02191,0.00018,9744870.0,0.37527,0.99094,0.97429,0.6178,13.20284,0.04751,0.0,9744870.0,0.15352,0.98097,0.87246,0.29838,13.75915,0.05021,0.0,9744870.0,0.15999,0.97958,0.86648,0.28779,1.50867,0.49133,1.79187,0.20813,1.70237,0.29764,1.58844,0.41156,1.63846,0.36155
62.0,256.85463,9601.27562,2.66702,0.02175,0.00017,9744870.0,0.37497,0.991,0.97497,0.6222,13.08989,0.04771,0.0,9744870.0,0.15221,0.98092,0.872,0.29736,14.69527,0.05041,0.0,9744870.0,0.17088,0.97954,0.86627,0.28733,1.50942,0.49059,1.79219,0.20781,1.70017,0.29984,1.58722,0.41278,1.63766,0.36234
63.0,256.69232,9340.20578,2.5945,0.02158,0.00016,9744870.0,0.37473,0.99105,0.97555,0.62614,13.11659,0.04795,0.0,9744870.0,0.15252,0.98085,0.87154,0.29724,13.8321,0.05067,0.0,9744870.0,0.16084,0.97944,0.86591,0.2871,1.51009,0.48992,1.7931,0.20688,1.69844,0.30157,1.58545,0.41456,1.63583,0.36417
64.0,258.20839,9080.08697,2.52225,0.02143,0.00016,9744870.0,0.37695,0.99112,0.9762,0.63072,13.10949,0.04796,0.0,9744870.0,0.15244,0.98085,0.87129,0.29729,13.82827,0.05069,0.0,9744870.0,0.16079,0.97954,0.86572,0.28678,1.50999,0.49001,1.79337,0.20663,1.69709,0.30292,1.5836,0.4164,1.63468,0.36532
65.0,257.55867,8819.69136,2.44991,0.02127,0.00015,9744870.0,0.376,0.99124,0.97665,0.63563,13.08926,0.04808,0.0,9744870.0,0.1522,0.98086,0.87098,0.29683,13.82621,0.05086,0.0,9744870.0,0.16077,0.97955,0.86486,0.28562,1.51045,0.48954,1.79267,0.20733,1.69601,0.304,1.5831,0.4169,1.6342,0.36581
66.0,257.48522,8559.34424,2.37759,0.02113,0.00014,9744870.0,0.37589,0.99128,0.97717,0.63786,13.25751,0.04826,0.0,9744870.0,0.15416,0.98083,0.86995,0.29613,13.79774,0.05104,0.0,9744870.0,0.16044,0.97954,0.86393,0.28594,1.51036,0.48965,1.79192,0.20808,1.69564,0.30437,1.58065,0.41933,1.63302,0.36697
67.0,257.46304,8299.07087,2.3053,0.02097,0.00013,9744870.0,0.37586,0.99132,0.97767,0.64252,13.92261,0.04846,0.0,9744870.0,0.16189,0.98073,0.86956,0.29547,13.77264,0.05124,0.0,9744870.0,0.16015,0.97949,0.86376,0.28551,1.51029,0.4897,1.79248,0.20752,1.69409,0.30591,1.57934,0.42067,1.63125,0.36875
68.0,256.57244,8038.47883,2.23291,0.02083,0.00013,9744870.0,0.37456,0.99138,0.97818,0.64617,13.12157,0.04861,0.0,9744870.0,0.15258,0.98085,0.86917,0.29685,13.80849,0.05144,0.0,9744870.0,0.16056,0.97947,0.86332,0.2862,1.51094,0.48906,1.79293,0.20707,1.69232,0.30768,1.57758,0.42242,1.62996,0.37004
69.0,257.87396,7778.55943,2.16071,0.02068,0.00012,9744870.0,0.37646,0.99145,0.97858,0.64978,13.10026,0.04875,0.0,9744870.0,0.15233,0.98073,0.86924,0.29565,13.80619,0.05159,0.0,9744870.0,0.16054,0.97941,0.86309,0.28529,1.51153,0.48847,1.79284,0.20715,1.69208,0.30792,1.57642,0.42358,1.62931,0.3707
70.0,257.59482,7518.58363,2.0885,0.02056,0.00011,9744870.0,0.37605,0.99152,0.97906,0.65352,13.12075,0.04884,0.0,9744870.0,0.15257,0.98083,0.86881,0.29569,13.85475,0.05168,0.0,9744870.0,0.1611,0.97943,0.86286,0.28484,1.51128,0.48872,1.79239,0.20761,1.69111,0.3089,1.5751,0.42489,1.62758,0.37241
71.0,257.40621,7258.60062,2.01628,0.02044,0.00011,9744870.0,0.37578,0.99154,0.97942,0.65634,13.23014,0.04902,0.0,9744870.0,0.15384,0.98071,0.86847,0.29576,13.79424,0.0519,0.0,9744870.0,0.1604,0.97936,0.86235,0.28484,1.51202,0.48798,1.79238,0.20762,1.6904,0.3096,1.57357,0.42643,1.62605,0.37396
72.0,257.13037,6998.58619,1.94405,0.0203,0.0001,9744870.0,0.37537,0.99162,0.97983,0.66033,13.94952,0.04911,0.0,9744870.0,0.1622,0.98079,0.86781,0.29574,13.79344,0.052,0.0,9744870.0,0.16039,0.97938,0.86178,0.28477,1.5124,0.4876,1.79345,0.20655,1.68832,0.3117,1.57256,0.42745,1.62529,0.37471
73.0,257.03637,6738.61668,1.87184,0.02018,9e-05,9744870.0,0.37524,0.99167,0.98017,0.66314,13.06984,0.04918,0.0,9744870.0,0.15198,0.98073,0.86749,0.29594,13.76309,0.05208,0.0,9744870.0,0.16004,0.9794,0.86166,0.2845,1.51198,0.48802,1.79302,0.20699,1.68708,0.31292,1.57133,0.42868,1.62376,0.37624
74.0,258.14547,6479.09508,1.79975,0.02007,9e-05,9744870.0,0.37686,0.9917,0.98052,0.66565,13.10537,0.04934,0.0,9744870.0,0.15239,0.9807,0.8671,0.29511,13.78819,0.05227,0.0,9744870.0,0.16033,0.97935,0.86088,0.28466,1.51178,0.48822,1.79312,0.20688,1.68598,0.31403,1.57063,0.42937,1.62345,0.37657
75.0,257.38459,6219.36942,1.7276,0.01996,8e-05,9744870.0,0.37574,0.99175,0.98096,0.66977,13.13295,0.04944,0.0,9744870.0,0.15271,0.98072,0.86683,0.29525,13.85231,0.05236,0.0,9744870.0,0.16107,0.97936,0.86087,0.28471,1.51187,0.48812,1.79284,0.20715,1.6851,0.3149,1.56917,0.43083,1.62243,0.37757
76.0,257.60084,5959.76916,1.65549,0.01986,7e-05,9744870.0,0.37606,0.99178,0.98113,0.67232,13.09021,0.04955,0.0,9744870.0,0.15221,0.98077,0.86629,0.29534,13.82652,0.05249,0.0,9744870.0,0.16077,0.97936,0.8604,0.28426,1.51237,0.48763,1.79296,0.20704,1.68412,0.3159,1.56797,0.43202,1.62118,0.37882
77.0,257.37818,5700.15737,1.58338,0.01975,7e-05,9744870.0,0.37574,0.99184,0.9815,0.67442,13.87068,0.04966,0.0,9744870.0,0.16129,0.98072,0.86604,0.29443,13.80071,0.05261,0.0,9744870.0,0.16047,0.97928,0.85996,0.28378,1.51216,0.48784,1.79293,0.20707,1.68356,0.31646,1.56698,0.43301,1.62015,0.37986
78.0,256.91265,5440.47837,1.51124,0.01966,6e-05,9744870.0,0.37505,0.99188,0.98175,0.67698,13.10762,0.04976,0.0,9744870.0,0.15242,0.98073,0.86623,0.29551,14.50137,0.05271,0.0,9744870.0,0.16862,0.97933,0.86003,0.28379,1.51247,0.48754,1.79357,0.20643,1.6829,0.31711,1.56633,0.43367,1.61924,0.38076
79.0,257.85352,5181.10376,1.4392,0.01957,6e-05,9744870.0,0.37643,0.99193,0.98197,0.67923,13.14273,0.04983,0.0,9744870.0,0.15282,0.98078,0.86597,0.29482,13.84245,0.05284,0.0,9744870.0,0.16096,0.9794,0.85954,0.28343,1.5121,0.48789,1.79302,0.20698,1.68191,0.3181,1.56558,0.43441,1.61804,0.38196
80.0,257.68742,4921.72773,1.36715,0.01947,5e-05,9744870.0,0.37618,0.99196,0.98224,0.68171,13.12311,0.04995,0.0,9744870.0,0.15259,0.98068,0.86561,0.29484,13.82787,0.05295,0.0,9744870.0,0.16079,0.97926,0.8592,0.2837,1.51231,0.48768,1.79244,0.20757,1.68125,0.31875,1.56446,0.43554,1.61708,0.38292
81.0,257.74363,4662.40523,1.29511,0.0194,5e-05,9744870.0,0.37627,0.99197,0.98242,0.68294,13.06767,0.05005,0.0,9744870.0,0.15195,0.98063,0.86551,0.29524,13.78667,0.05306,0.0,9744870.0,0.16031,0.97922,0.85904,0.28383,1.5124,0.48761,1.79289,0.20711,1.68058,0.31943,1.56358,0.43642,1.61664,0.38337
82.0,258.73756,4403.32435,1.22315,0.01933,4e-05,9744870.0,0.37772,0.99202,0.98265,0.68543,13.14806,0.05006,0.0,9744870.0,0.15288,0.98072,0.86535,0.29522,13.88904,0.05306,0.0,9744870.0,0.1615,0.97928,0.8589,0.28385,1.51222,0.48778,1.79284,0.20716,1.67984,0.32015,1.56317,0.43683,1.61612,0.38389
83.0,257.2636,4143.9709,1.1511,0.01926,4e-05,9744870.0,0.37557,0.99204,0.98273,0.68703,13.1254,0.05013,0.0,9744870.0,0.15262,0.98065,0.86497,0.29455,14.49219,0.05316,0.0,9744870.0,0.16851,0.97923,0.85856,0.2833,1.51176,0.48825,1.79239,0.2076,1.67928,0.32073,1.56228,0.43771,1.61541,0.38459
84.0,257.09558,3884.63696,1.07906,0.01918,3e-05,9744870.0,0.37532,0.99207,0.98299,0.6889,13.12699,0.05024,0.0,9744870.0,0.15264,0.9807,0.86493,0.29447,13.84045,0.05327,0.0,9744870.0,0.16094,0.97924,0.85849,0.28363,1.51208,0.48792,1.79229,0.20772,1.67875,0.32127,1.56198,0.43801,1.61474,0.38526
85.0,258.54093,3625.59037,1.00711,0.01912,3e-05,9744870.0,0.37743,0.99211,0.98314,0.69074,13.15286,0.05024,0.0,9744870.0,0.15294,0.98071,0.86477,0.29486,13.85964,0.05329,0.0,9744870.0,0.16116,0.97927,0.8582,0.28357,1.51164,0.48837,1.79218,0.20782,1.67844,0.32157,1.56113,0.43885,1.6143,0.38569
86.0,258.38021,3366.53139,0.93515,0.01908,3e-05,9744870.0,0.3772,0.99212,0.98326,0.69185,13.14644,0.0503,0.0,9744870.0,0.15287,0.98072,0.86453,0.29488,13.866,0.05333,0.0,9744870.0,0.16123,0.97932,0.85804,0.28348,1.51167,0.48832,1.79206,0.20794,1.67806,0.32196,1.56061,0.43938,1.61415,0.38585
87.0,259.3996,3107.62685,0.86323,0.01902,2e-05,9744870.0,0.37868,0.99216,0.98339,0.69285,13.23022,0.05037,0.0,9744870.0,0.15384,0.98071,0.86445,0.29479,13.953,0.05342,0.0,9744870.0,0.16224,0.97926,0.85802,0.28303,1.51178,0.48822,1.792,0.208,1.67782,0.32218,1.56028,0.43972,1.61376,0.38624
88.0,257.04415,2848.42005,0.79123,0.01897,2e-05,9744870.0,0.37525,0.99216,0.98351,0.69509,13.12966,0.05042,0.0,9744870.0,0.15267,0.98067,0.86439,0.29472,14.54787,0.05347,0.0,9744870.0,0.16916,0.97926,0.85788,0.28316,1.51166,0.48834,1.79197,0.20803,1.67747,0.32254,1.55987,0.44013,1.61338,0.38661
89.0,257.66036,2589.32978,0.71926,0.01894,2e-05,9744870.0,0.37615,0.99216,0.98358,0.69478,13.11789,0.05052,0.0,9744870.0,0.15253,0.98061,0.8643,0.2949,13.86026,0.05357,0.0,9744870.0,0.16116,0.97921,0.85778,0.28329,1.51161,0.48839,1.79189,0.20811,1.67716,0.32285,1.55949,0.4405,1.61293,0.38707
90.0,257.57895,2330.26289,0.6473,0.0189,1e-05,9744870.0,0.37603,0.99218,0.98368,0.69605,13.06714,0.05049,0.0,9744870.0,0.15194,0.98069,0.86419,0.29467,13.77504,0.05355,0.0,9744870.0,0.16018,0.97922,0.85769,0.28341,1.51162,0.48838,1.7917,0.20829,1.67691,0.3231,1.55914,0.44086,1.61275,0.38725
91.0,256.80277,2071.16085,0.57532,0.01887,1e-05,9744870.0,0.3749,0.99221,0.98374,0.69703,13.0448,0.05054,0.0,9744870.0,0.15168,0.98066,0.86401,0.29462,13.74891,0.0536,0.0,9744870.0,0.15987,0.9792,0.85756,0.28329,1.5115,0.48851,1.79165,0.20834,1.67663,0.32339,1.55888,0.44112,1.61263,0.38737
92.0,257.70923,1812.17648,0.50338,0.01884,1e-05,9744870.0,0.37622,0.99221,0.9838,0.69768,13.06108,0.05056,0.0,9744870.0,0.15187,0.98065,0.86416,0.29483,13.76504,0.05362,0.0,9744870.0,0.16006,0.97918,0.85767,0.28342,1.51153,0.48847,1.7916,0.2084,1.67648,0.32354,1.55869,0.44131,1.61241,0.3876
93.0,256.48363,1553.14102,0.43143,0.01882,1e-05,9744870.0,0.37443,0.99222,0.98381,0.69856,13.7615,0.05056,0.0,9744870.0,0.16002,0.98068,0.86402,0.29468,13.76202,0.05363,0.0,9744870.0,0.16002,0.97925,0.85758,0.28339,1.51147,0.48854,1.79151,0.20849,1.67626,0.32375,1.55852,0.44147,1.61227,0.38773
94.0,256.69454,1294.17038,0.35949,0.0188,0.0,9744870.0,0.37474,0.99226,0.98393,0.69875,13.06375,0.05057,0.0,9744870.0,0.1519,0.98069,0.86398,0.29476,13.98806,0.05364,0.0,9744870.0,0.16265,0.97925,0.85744,0.28337,1.51148,0.4885,1.79143,0.20857,1.67616,0.32385,1.55842,0.44159,1.61213,0.38786
95.0,257.54965,1035.28278,0.28758,0.01879,0.0,9744870.0,0.37599,0.99225,0.98403,0.69918,13.16069,0.05055,0.0,9744870.0,0.15303,0.98067,0.86393,0.29453,13.85317,0.05362,0.0,9744870.0,0.16108,0.97927,0.85743,0.28324,1.51143,0.48857,1.79142,0.20858,1.67602,0.32399,1.55827,0.44172,1.61204,0.38796
96.0,258.01273,776.4371,0.21568,0.01877,0.0,9744870.0,0.37666,0.99227,0.98403,0.70002,13.09876,0.05058,0.0,9744870.0,0.15231,0.98069,0.86397,0.29454,13.83378,0.05366,0.0,9744870.0,0.16086,0.97924,0.85742,0.28338,1.51142,0.48858,1.79141,0.20858,1.67603,0.32397,1.55816,0.44183,1.61196,0.38803
97.0,259.43067,517.63735,0.14379,0.01877,0.0,9744870.0,0.37873,0.99227,0.984,0.6997,13.22061,0.05059,0.0,9744870.0,0.15373,0.98068,0.86396,0.29459,13.88957,0.05366,0.0,9744870.0,0.16151,0.97923,0.85739,0.28335,1.51144,0.48856,1.79141,0.20858,1.676,0.32402,1.55812,0.44188,1.61192,0.38808
98.0,258.97674,258.82027,0.0719,0.01876,0.0,9744870.0,0.37807,0.99227,0.98401,0.69993,13.93869,0.05058,0.0,9744870.0,0.16208,0.98068,0.86392,0.2944,13.93611,0.05365,0.0,9744870.0,0.16205,0.97926,0.85733,0.28325,1.51146,0.48855,1.79143,0.20857,1.67595,0.32406,1.55809,0.44191,1.61191,0.38809
99.0,259.27649,0.0,0.0,0.01875,0.0,9744870.0,0.37851,0.99225,0.98405,0.70006,13.31467,0.05061,0.0,9744870.0,0.15482,0.98065,0.8639,0.29446,14.15989,0.05369,0.0,9744870.0,0.16465,0.97919,0.85733,0.28324,1.51145,0.48855,1.79142,0.20858,1.67595,0.32405,1.55808,0.44192,1.6119,0.3881
0.0,67.94053,6726.11284,1.86836,0.00087,0.0,0.0,0.09918,0.0052,0.00889,0.00111,0.84238,0.00353,0.0,0.0,0.0098,0.01691,0.00897,0.00144,2.0039,0.00376,0.0,0.0,0.0233,0.0178,0.00882,0.00106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.51502,3301.55671,0.9171,0.00478,0.0,0.0,0.00367,0.00253,0.00139,0.00029,0.22622,0.01397,0.0,0.0,0.00263,0.00228,0.02305,0.00197,0.19709,0.01495,0.0,0.0,0.00229,0.00242,0.02522,0.00238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.82361,2149.13707,0.59698,0.00178,0.0,0.0,0.00412,0.00017,0.00253,0.00089,0.9568,0.00213,0.0,0.0,0.01113,0.00032,0.01349,0.00151,0.19568,0.00159,0.0,0.0,0.00228,0.00034,0.01248,0.00184,0.00393,0.00393,0.00766,0.00766,0.00654,0.00654,0.00468,0.00468,0.00595,0.00595
0.0,2.32048,1582.0687,0.43946,0.00043,0.0,0.0,0.00339,0.00013,0.00571,0.003,0.23491,0.00056,0.0,0.0,0.00273,0.00023,0.00763,0.00447,0.68397,0.00046,0.0,0.0,0.00795,0.00016,0.00704,0.00538,0.00442,0.00442,0.00807,0.00807,0.00736,0.00736,0.00508,0.00508,0.00746,0.00746
0.0,2.42708,1254.61109,0.3485,0.00021,0.0,0.0,0.00354,0.00011,0.00407,0.00243,0.25352,0.00074,0.0,0.0,0.00295,0.00041,0.00302,0.00309,0.22084,0.00068,0.0,0.0,0.00257,0.00046,0.00258,0.00313,0.00453,0.00453,0.00896,0.00897,0.00768,0.00768,0.00707,0.00707,0.00623,0.00623
0.0,3.18651,1021.78448,0.28383,0.00014,0.0,0.0,0.00465,9e-05,0.002,0.00227,0.21378,0.00111,0.0,0.0,0.00249,0.00055,0.00568,0.00486,0.18572,0.001,0.0,0.0,0.00216,0.0006,0.00416,0.00487,0.00528,0.00528,0.00956,0.00956,0.00952,0.00952,0.00786,0.00786,0.00968,0.00968
0.0,3.02589,861.2501,0.23924,0.00011,0.0,0.0,0.00442,6e-05,0.00121,0.00198,0.20158,0.00112,0.0,0.0,0.00234,0.00056,0.0033,0.00448,0.19825,0.00101,0.0,0.0,0.00231,0.00056,0.00247,0.00533,0.00618,0.00618,0.0118,0.01178,0.01356,0.01356,0.01017,0.01017,0.01635,0.01635
0.0,2.39763,757.39907,0.21039,9e-05,0.0,0.0,0.0035,4e-05,0.0009,0.00172,0.62178,0.00061,0.0,0.0,0.00723,0.0005,0.00301,0.00358,0.33996,0.00053,0.0,0.0,0.00395,0.00048,0.00256,0.00285,0.00747,0.00747,0.01572,0.01572,0.01915,0.01915,0.0154,0.0154,0.02264,0.02264
0.0,3.47415,663.21968,0.18423,0.00011,0.0,0.0,0.00507,6e-05,0.00105,0.00261,0.19827,0.0005,0.0,0.0,0.00231,0.00049,0.0013,0.00207,0.53059,0.00052,0.0,0.0,0.00617,0.00042,0.00125,0.00287,0.00832,0.00829,0.02184,0.02184,0.02813,0.02813,0.02053,0.02053,0.0281,0.0281
0.0,1.74768,597.85387,0.16607,0.00012,0.0,0.0,0.00255,9e-05,0.00098,0.00273,0.19125,0.00069,0.0,0.0,0.00222,0.0006,0.00213,0.00573,0.91206,0.00071,0.0,0.0,0.01061,0.00055,0.00209,0.0072,0.0095,0.0095,0.0312,0.03119,0.03843,0.03841,0.0239,0.0239,0.03434,0.03433
0.0,2.52108,538.15705,0.14949,0.00013,0.0,0.0,0.00368,7e-05,0.00122,0.00298,0.22182,0.00035,0.0,0.0,0.00258,0.00015,0.00173,0.007,0.20354,0.00037,0.0,0.0,0.00237,0.00021,0.00168,0.00581,0.01002,0.01,0.04137,0.04137,0.0486,0.0486,0.02505,0.02506,0.03682,0.03682
0.0,1.97955,492.47655,0.1368,0.00014,0.0,0.0,0.00289,8e-05,0.00136,0.00281,0.1785,0.00044,0.0,0.0,0.00208,0.00034,0.00158,0.00565,0.17427,0.00046,0.0,0.0,0.00203,0.00034,0.00198,0.00456,0.01012,0.01012,0.04985,0.04985,0.0548,0.0548,0.02643,0.02643,0.03832,0.03832
0.0,2.99092,456.18812,0.12672,0.00015,0.0,0.0,0.00437,7e-05,0.00125,0.00344,0.23174,0.00034,0.0,0.0,0.00269,0.00021,0.00212,0.00483,0.21785,0.00043,0.0,0.0,0.00253,0.00037,0.0021,0.00557,0.01156,0.01156,0.0536,0.0536,0.05639,0.05639,0.02332,0.02331,0.03868,0.03869
0.0,2.44224,421.69748,0.11714,0.00014,0.0,0.0,0.00356,8e-05,0.00107,0.00461,0.4037,0.0007,0.0,0.0,0.0047,0.00054,0.00154,0.0059,0.21231,0.00066,0.0,0.0,0.00247,0.00052,0.00172,0.00397,0.0129,0.01289,0.05112,0.05112,0.05073,0.05073,0.0234,0.0234,0.03822,0.03822
0.0,3.0806,399.45389,0.11096,0.00014,0.0,0.0,0.0045,7e-05,0.00116,0.00439,0.23403,0.00035,0.0,0.0,0.00272,0.00023,0.00157,0.00463,0.91913,0.00032,0.0,0.0,0.01069,0.00027,0.0013,0.00411,0.01403,0.01402,0.04662,0.04662,0.04349,0.04349,0.02326,0.02324,0.03759,0.03758
0.0,2.08146,375.78863,0.10439,0.00012,0.0,0.0,0.00304,6e-05,0.00083,0.00357,0.23385,0.00035,0.0,0.0,0.00272,0.0003,0.00118,0.004,0.20912,0.00036,0.0,0.0,0.00243,0.00034,0.00174,0.00297,0.01708,0.01708,0.03864,0.03864,0.03819,0.03819,0.02095,0.02095,0.03552,0.03552
0.0,2.48682,355.60105,0.09878,0.00013,0.0,0.0,0.00363,6e-05,0.00107,0.00364,0.26528,0.00054,0.0,0.0,0.00309,0.0004,0.00205,0.00531,0.24314,0.00053,0.0,0.0,0.00283,0.0004,0.00249,0.00455,0.01521,0.01521,0.03521,0.03521,0.03534,0.03534,0.01875,0.01873,0.034,0.03399
0.0,3.02925,340.07411,0.09447,0.00012,0.0,0.0,0.00442,7e-05,0.001,0.00382,0.21626,0.0003,0.0,0.0,0.00251,0.0002,0.00142,0.00479,0.20421,0.00023,0.0,0.0,0.00237,0.00021,0.00153,0.00338,0.0183,0.0183,0.03188,0.03188,0.03213,0.03213,0.01865,0.01864,0.03258,0.03257
0.0,2.35031,321.90151,0.08942,0.0001,0.0,0.0,0.00343,5e-05,0.00098,0.00359,0.39853,0.00074,0.0,0.0,0.00463,0.00049,0.0016,0.00445,0.18773,0.00073,0.0,0.0,0.00218,0.00055,0.00216,0.00529,0.01726,0.01726,0.0291,0.02911,0.02661,0.0266,0.01766,0.01765,0.03203,0.03203
0.0,2.84696,307.78434,0.08549,0.00011,0.0,0.0,0.00416,6e-05,0.001,0.00331,0.9047,0.00014,0.0,0.0,0.01052,0.00025,0.00138,0.00391,0.20727,0.00018,0.0,0.0,0.00241,0.00027,0.00117,0.00279,0.01718,0.01719,0.02864,0.02864,0.02571,0.02571,0.01769,0.01769,0.02952,0.02952
0.0,2.58244,292.84042,0.08134,0.0001,0.0,0.0,0.00377,6e-05,0.00092,0.00246,0.20959,0.0003,0.0,0.0,0.00244,0.00033,0.00105,0.00439,0.20641,0.00034,0.0,0.0,0.0024,0.00032,0.00151,0.00216,0.01642,0.01642,0.02779,0.0278,0.02413,0.02414,0.01662,0.0166,0.02768,0.02768
0.0,3.21072,283.07034,0.07863,0.00011,0.0,0.0,0.00469,6e-05,0.00089,0.00301,0.19369,0.00028,0.0,0.0,0.00225,0.00025,0.00147,0.0022,0.17849,0.00027,0.0,0.0,0.00208,0.00038,0.00181,0.00344,0.01758,0.01758,0.02453,0.02453,0.02145,0.02144,0.01638,0.01638,0.02652,0.02652
0.0,2.47522,272.95399,0.07582,9e-05,0.0,0.0,0.00361,6e-05,0.00072,0.0027,0.14807,0.00036,0.0,0.0,0.00172,0.00027,0.00176,0.00321,0.17746,0.00036,0.0,0.0,0.00206,0.00029,0.00222,0.00439,0.01617,0.01617,0.02401,0.02401,0.02161,0.02159,0.0161,0.01609,0.02366,0.02364
0.0,2.89948,263.7909,0.07328,0.0001,0.0,0.0,0.00423,6e-05,0.00083,0.00291,0.44363,0.00033,0.0,0.0,0.00516,0.00029,0.00165,0.00395,0.21237,0.00029,0.0,0.0,0.00247,0.00022,0.00104,0.00236,0.01896,0.01896,0.02215,0.02216,0.02165,0.02163,0.01503,0.01503,0.02668,0.02668
0.0,3.00097,256.69323,0.0713,0.0001,0.0,0.0,0.00438,7e-05,0.00079,0.00311,0.98394,0.00025,0.0,0.0,0.01144,0.0002,0.00091,0.00294,0.20219,0.00027,0.0,0.0,0.00235,0.00027,0.00101,0.00341,0.01731,0.01731,0.02254,0.02255,0.02122,0.02121,0.01729,0.01727,0.02451,0.0245
0.0,2.36339,247.89411,0.06886,0.0001,0.0,0.0,0.00345,5e-05,0.00083,0.00257,0.24151,0.00029,0.0,0.0,0.00281,0.00024,0.0015,0.00205,0.91642,0.00028,0.0,0.0,0.01066,0.00022,0.00132,0.00314,0.0172,0.0172,0.0203,0.0203,0.02217,0.02217,0.0156,0.0156,0.02282,0.02283
0.0,3.0855,238.41526,0.06623,0.00011,0.0,0.0,0.0045,7e-05,0.00092,0.00313,0.25222,0.00033,0.0,0.0,0.00293,0.00026,0.00159,0.00288,0.23799,0.00029,0.0,0.0,0.00277,0.00027,0.00159,0.00223,0.01765,0.01763,0.02054,0.02054,0.02049,0.02049,0.01653,0.01653,0.02148,0.02148
0.0,2.74684,230.79661,0.06411,0.0001,0.0,0.0,0.00401,6e-05,0.00076,0.00333,0.2527,0.00031,0.0,0.0,0.00294,0.00027,0.00111,0.00269,0.22698,0.00033,0.0,0.0,0.00264,0.00017,0.00162,0.00286,0.01695,0.01695,0.0259,0.0259,0.02314,0.02314,0.01541,0.01541,0.02222,0.02223
